transaction_id,supplier_id,transaction_date,contract_value_usd,currency,category,subcategory,department,contract_duration_months,tender_type,local_content_percentage,payment_terms,contract_start_date,contract_end_date,po_number,delivery_location,project_code,budget_code,approval_level,contract_status
TXN002707,SUP0243,2021-02-12,2344960.82,USD,Laboratory Services,Office Supplies,Mining Operations,24,Restricted Tender,1.6,Net 90,2021-02-12,2023-02-02,PO275124,Ahafo North,PRJ2970,BUD181,VP,Completed
TXN002708,SUP0035,2022-04-25,9510933.43,USD,Construction Services,Office Supplies,Maintenance,12,Open Tender,5.4,Net 30,2022-04-25,2023-04-20,PO684037,Subika,PRJ6215,BUD260,Director,Completed
TXN002709,SUP0390,2018-02-19,471350.22,USD,Equipment Parts,Transportation & Logistics,Security,3,Open Tender,14.9,Net 90,2018-02-19,2018-05-20,PO875028,Ahafo North,PRJ8093,BUD617,SVP,Completed
TXN002710,SUP0146,2015-10-29,13791.18,USD,Supplies & Materials,Supplies & Materials,Environmental,2,Direct Award,98.4,Upon Delivery,2015-10-29,2015-12-28,PO150970,Ahafo South,PRJ9146,BUD298,Director,Completed
TXN002711,SUP0357,2024-07-15,35180.84,USD,Supplies & Materials,Construction Services,Maintenance,3,Open Tender,97.3,Net 30,2024-07-15,2024-10-13,PO825091,Accra Office,PRJ6594,BUD996,Director,Completed
TXN002712,SUP0444,2014-12-29,53436.44,USD,Financial Services,Construction Services,Mining Operations,12,Open Tender,87.0,Upon Delivery,2014-12-29,2015-12-24,PO574969,Ahafo North,PRJ8044,BUD509,VP,Completed
TXN002713,SUP0018,2019-02-14,205988.54,USD,Electrical Services,Laboratory Services,Administration,3,Open Tender,63.2,Net 60,2019-02-14,2019-05-15,PO590765,Ahafo South,PRJ2826,BUD385,Manager,Completed
TXN002714,SUP0038,2024-06-25,44897.03,USD,IT Services,Safety Equipment,Security,1,Open Tender,95.4,Net 90,2024-06-25,2024-07-25,PO954894,Ahafo North,PRJ8197,BUD649,Manager,Completed
TXN002715,SUP0182,2010-07-21,18390.47,USD,Civil Works,Safety Equipment,Security,2,Direct Award,96.2,Net 90,2010-07-21,2010-09-19,PO780606,Ahafo South,PRJ1595,BUD125,Director,Completed
TXN002716,SUP0064,2020-11-07,36353.27,USD,Accounting Services,Training Services,Mining Operations,36,Restricted Tender,87.8,Net 60,2020-11-07,2023-10-23,PO864923,Ahafo North,PRJ2076,BUD416,Director,Completed
TXN002717,SUP0066,2017-03-04,347865.8,USD,Transportation & Logistics,Construction Services,Security,2,Open Tender,57.8,Net 60,2017-03-04,2017-05-03,PO225740,Accra Office,PRJ1433,BUD718,VP,Completed
TXN002718,SUP0030,2015-02-01,49569.06,USD,Safety Equipment,Equipment Rental,Mining Operations,3,Open Tender,98.9,Net 30,2015-02-01,2015-05-02,PO906605,Ahafo North,PRJ7520,BUD641,Manager,Completed
TXN002719,SUP0466,2021-02-01,14901.85,USD,Safety Equipment,Mechanical Services,Maintenance,1,Restricted Tender,73.8,Net 30,2021-02-01,2021-03-03,PO308099,Ahafo South,PRJ4245,BUD487,VP,Completed
TXN002720,SUP0347,2017-11-15,469422.91,USD,Legal Services,Civil Works,Environmental,36,Open Tender,23.3,Net 60,2017-11-15,2020-10-30,PO643264,Accra Office,PRJ3883,BUD838,Manager,Completed
TXN002721,SUP0370,2023-06-24,37000.61,USD,Laboratory Services,IT Services,Maintenance,36,Open Tender,95.7,Net 60,2023-06-24,2026-06-08,PO703574,Accra Office,PRJ5032,BUD452,Director,Active
TXN002722,SUP0203,2018-05-18,47341.56,USD,Office Supplies,Medical Services,Security,3,Open Tender,91.1,Net 90,2018-05-18,2018-08-16,PO967431,Ahafo North,PRJ4844,BUD251,Director,Completed
TXN002723,SUP0090,2013-05-20,1951100.9999999998,GHS,Office Supplies,Fuel & Lubricants,Mining Operations,3,Open Tender,45.3,Upon Delivery,2013-05-20,2013-08-18,PO337858,Ahafo North,PRJ9555,BUD717,Director,Completed
TXN002724,SUP0325,2010-01-12,13276432.46,USD,Construction Services,Fuel & Lubricants,Environmental,6,Restricted Tender,1.5,Net 90,2010-01-12,2010-07-11,PO994292,Accra Office,PRJ4638,BUD900,VP,Completed
TXN002725,SUP0381,2015-01-22,6441.7,USD,IT Services,Office Supplies,Mining Operations,3,Direct Award,97.3,Net 60,2015-01-22,2015-04-22,PO543785,Accra Office,PRJ2427,BUD619,VP,Completed
TXN002726,SUP0490,2010-10-12,3698436.26,USD,Construction Services,Equipment Parts,Mining Operations,12,Open Tender,1.5,Upon Delivery,2010-10-12,2011-10-07,PO196089,Ahafo South,PRJ8522,BUD146,Director,Completed
TXN002727,SUP0174,2018-09-23,423227.89,USD,Construction Services,Laboratory Services,Administration,24,Open Tender,79.2,Upon Delivery,2018-09-23,2020-09-12,PO926185,Ahafo South,PRJ9284,BUD926,Director,Completed
TXN002728,SUP0086,2014-06-26,73804.32,USD,Training Services,Electrical Services,Mining Operations,12,Open Tender,86.3,Net 30,2014-06-26,2015-06-21,PO203463,Ahafo South,PRJ9050,BUD227,Director,Completed
TXN002729,SUP0393,2018-11-22,149438.87,USD,Electrical Services,Fuel & Lubricants,Environmental,1,Open Tender,71.8,Net 90,2018-11-22,2018-12-22,PO776128,Ahafo North,PRJ3996,BUD823,Manager,Completed
TXN002730,SUP0178,2021-01-21,69605.74,USD,Supplies & Materials,Consulting Services,Mining Operations,3,Restricted Tender,76.8,Upon Delivery,2021-01-21,2021-04-21,PO841816,Subika,PRJ9751,BUD980,VP,Completed
TXN002731,SUP0241,2019-01-11,3160964.45,USD,Catering Services,Training Services,Mining Operations,12,Open Tender,12.1,Net 60,2019-01-11,2020-01-06,PO440065,Accra Office,PRJ5303,BUD234,Director,Completed
TXN002732,SUP0112,2014-09-15,297109.1,USD,Equipment Rental,Civil Works,Community Relations,1,Open Tender,74.1,Net 60,2014-09-15,2014-10-15,PO248514,Ahafo North,PRJ9328,BUD117,Manager,Completed
TXN002733,SUP0410,2023-08-17,41335.45,USD,Electrical Services,Waste Management,Environmental,6,Open Tender,96.7,Net 90,2023-08-17,2024-02-13,PO261447,Subika,PRJ3527,BUD834,Director,Completed
TXN002734,SUP0308,2014-01-03,152372.13,USD,Consulting Services,Safety Equipment,Maintenance,36,Open Tender,89.5,Net 90,2014-01-03,2016-12-18,PO524701,Ahafo South,PRJ7177,BUD287,VP,Completed
TXN002735,SUP0045,2014-09-26,11399.72,USD,Laboratory Services,Safety Equipment,Maintenance,6,Restricted Tender,89.9,Net 30,2014-09-26,2015-03-25,PO508537,Ahafo North,PRJ8844,BUD985,Director,Completed
TXN002736,SUP0178,2011-07-01,173872.77,USD,Supplies & Materials,Consulting Services,Mining Operations,3,Open Tender,80.0,Net 30,2011-07-01,2011-09-29,PO657394,Ahafo South,PRJ5449,BUD506,SVP,Completed
TXN002737,SUP0173,2016-03-09,441926.83,USD,Environmental Services,Safety Equipment,Mining Operations,1,Open Tender,58.4,Net 60,2016-03-09,2016-04-08,PO106619,Accra Office,PRJ6165,BUD334,VP,Completed
TXN002738,SUP0458,2012-09-26,250289.93,USD,Transportation & Logistics,Equipment Rental,Community Relations,3,Open Tender,43.8,Net 90,2012-09-26,2012-12-25,PO255710,Ahafo South,PRJ2175,BUD325,SVP,Completed
TXN002739,SUP0043,2013-11-30,80830.22,USD,Equipment Rental,Mechanical Services,Community Relations,2,Direct Award,97.8,Net 30,2013-11-30,2014-01-29,PO633429,Subika,PRJ7542,BUD334,SVP,Completed
TXN002740,SUP0375,2024-09-24,13780.61,USD,Electrical Services,Equipment Rental,Security,6,Restricted Tender,96.3,Upon Delivery,2024-09-24,2025-03-23,PO166330,Subika,PRJ5535,BUD909,SVP,Completed
TXN002741,SUP0388,2011-01-04,145848.38,USD,Electrical Services,Waste Management,Mining Operations,6,Open Tender,87.4,Net 90,2011-01-04,2011-07-03,PO363640,Ahafo South,PRJ3855,BUD741,Manager,Completed
TXN002742,SUP0211,2018-04-06,309418.36,USD,Office Supplies,Waste Management,Mining Operations,1,Restricted Tender,30.6,Upon Delivery,2018-04-06,2018-05-06,PO855373,Subika,PRJ2179,BUD179,VP,Completed
TXN002743,SUP0401,2017-05-26,46017.66,USD,Accounting Services,IT Services,Security,12,Open Tender,95.2,Net 90,2017-05-26,2018-05-21,PO117728,Ahafo South,PRJ7159,BUD706,Director,Completed
TXN002744,SUP0437,2023-04-03,20570.42,USD,Legal Services,Fuel & Lubricants,Mining Operations,6,Direct Award,99.5,Upon Delivery,2023-04-03,2023-09-30,PO673698,Accra Office,PRJ6861,BUD924,Director,Completed
TXN002745,SUP0271,2011-05-09,902254.94,USD,Safety Equipment,Accounting Services,Maintenance,2,Open Tender,10.4,Net 30,2011-05-09,2011-07-08,PO950608,Ahafo North,PRJ1297,BUD359,Director,Completed
TXN002746,SUP0466,2019-10-01,66864.91,USD,Safety Equipment,Mechanical Services,Mining Operations,1,Open Tender,77.4,Net 30,2019-10-01,2019-10-31,PO174575,Accra Office,PRJ2574,BUD239,Manager,Completed
TXN002747,SUP0072,2013-05-11,113129.85,USD,Safety Equipment,Mechanical Services,Maintenance,2,Open Tender,81.8,Net 30,2013-05-11,2013-07-10,PO311587,Ahafo North,PRJ8045,BUD735,SVP,Completed
TXN002748,SUP0094,2020-05-18,146374.14,USD,Equipment Rental,Construction Services,Administration,3,Open Tender,56.3,Upon Delivery,2020-05-18,2020-08-16,PO525704,Ahafo South,PRJ9572,BUD585,Director,Completed
TXN002749,SUP0408,2011-08-31,445122.25,GHS,Training Services,Supplies & Materials,Maintenance,3,Open Tender,96.2,Upon Delivery,2011-08-31,2011-11-29,PO614378,Accra Office,PRJ4790,BUD181,Director,Completed
TXN002750,SUP0354,2012-12-16,1421519.5667624692,USD,Legal Services,Waste Management,Administration,12,Open Tender,84.3,Upon Delivery,2012-12-16,2013-12-11,PO807736,Ahafo South,PRJ8542,BUD447,SVP,Completed
TXN002751,SUP0423,2024-07-20,15821.52,USD,Training Services,Medical Services,Mining Operations,24,Direct Award,97.9,Upon Delivery,2024-07-20,2026-07-10,PO469535,Ahafo North,PRJ4407,BUD746,VP,Active
TXN002752,SUP0029,2014-07-22,436042.15,USD,Transportation & Logistics,Consulting Services,Mining Operations,1,Open Tender,54.9,Net 30,2014-07-22,2014-08-21,PO760566,Accra Office,PRJ6387,BUD416,Director,Completed
TXN002753,SUP0428,2010-09-10,12374428.72,USD,Equipment Parts,Training Services,Environmental,3,Restricted Tender,7.0,Net 90,2010-09-10,2010-12-09,PO290514,Ahafo North,PRJ3042,BUD248,Manager,Completed
TXN002754,SUP0308,2013-07-22,139319.91,USD,Consulting Services,Safety Equipment,Mining Operations,1,Open Tender,80.2,Net 30,2013-07-22,2013-08-21,PO469070,Ahafo South,PRJ6719,BUD597,SVP,Completed
TXN002755,SUP0210,2016-02-09,186672.37,USD,Laboratory Services,Laboratory Services,Community Relations,6,Open Tender,88.0,Upon Delivery,2016-02-09,2016-08-07,PO938379,Subika,PRJ8863,BUD107,Manager,Completed
TXN002756,SUP0331,2010-01-10,124054.6,USD,Transportation & Logistics,Waste Management,Mining Operations,1,Open Tender,79.8,Upon Delivery,2010-01-10,2010-02-09,PO688526,Accra Office,PRJ7482,BUD413,VP,Cancelled
TXN002757,SUP0155,2022-03-21,3686117.05,USD,Maintenance Services,Construction Services,Mining Operations,36,Open Tender,4.4,Upon Delivery,2022-03-21,2025-03-05,PO620525,Accra Office,PRJ5878,BUD686,SVP,Completed
TXN002758,SUP0292,2023-04-21,49106.7,USD,Transportation & Logistics,Consulting Services,Mining Operations,2,Restricted Tender,98.9,Net 90,2023-04-21,2023-06-20,PO193351,Accra Office,PRJ4298,BUD494,VP,Completed
TXN002759,SUP0001,2019-07-27,55163.92,USD,Financial Services,Environmental Services,Administration,36,Open Tender,93.0,Net 30,2019-07-27,2022-07-11,PO369412,Subika,PRJ1541,BUD123,SVP,Completed
TXN002760,SUP0061,2015-06-25,94972.05,USD,Fuel & Lubricants,Laboratory Services,Security,2,Restricted Tender,72.0,Net 90,2015-06-25,2015-08-24,PO832987,Ahafo North,PRJ8704,BUD303,Manager,Completed
TXN002761,SUP0375,2023-03-17,37891.88,USD,Electrical Services,Equipment Rental,Mining Operations,36,Restricted Tender,96.7,Upon Delivery,2023-03-17,2026-03-01,PO385631,Accra Office,PRJ4055,BUD575,SVP,Active
TXN002762,SUP0078,2011-10-10,45769.24,USD,Environmental Services,Catering Services,Maintenance,1,Restricted Tender,98.6,Net 90,2011-10-10,2011-11-09,PO244025,Accra Office,PRJ4649,BUD428,Director,Completed
TXN002763,SUP0006,2011-02-10,154254.98,USD,Training Services,Environmental Services,Mining Operations,36,Restricted Tender,81.6,Net 90,2011-02-10,2014-01-25,PO722397,Accra Office,PRJ1130,BUD283,VP,Completed
TXN002764,SUP0332,2017-11-05,278759.3,USD,Legal Services,Civil Works,Mining Operations,1,Open Tender,14.5,Net 60,2017-11-05,2017-12-05,PO654713,Ahafo North,PRJ8580,BUD523,Director,Completed
TXN002765,SUP0430,2019-07-27,31209.47,USD,Consulting Services,Civil Works,Mining Operations,6,Open Tender,97.0,Net 60,2019-07-27,2020-01-23,PO182169,Subika,PRJ5751,BUD637,VP,Completed
TXN002766,SUP0067,2023-09-21,42416.57,USD,Financial Services,Civil Works,Administration,12,Restricted Tender,96.5,Net 90,2023-09-21,2024-09-15,PO395376,Accra Office,PRJ8120,BUD353,VP,Completed
TXN002767,SUP0258,2017-05-30,704926.65,USD,Waste Management,Construction Services,Mining Operations,2,Open Tender,27.0,Net 90,2017-05-30,2017-07-29,PO881534,Ahafo North,PRJ6036,BUD826,VP,Completed
TXN002768,SUP0025,2011-08-21,431787.28,USD,Civil Works,Construction Services,Mining Operations,2,Open Tender,60.9,Net 30,2011-08-21,2011-10-20,PO514734,Ahafo North,PRJ4972,BUD953,VP,Cancelled
TXN002769,SUP0185,2016-03-09,21207.01,USD,Mechanical Services,Transportation & Logistics,Mining Operations,24,Direct Award,90.9,Upon Delivery,2016-03-09,2018-02-27,PO398937,Ahafo North,PRJ5417,BUD998,SVP,Completed
TXN002770,SUP0130,2015-12-02,49403.03,USD,Consulting Services,Catering Services,Maintenance,1,Open Tender,47.7,Net 60,2015-12-02,2016-01-01,PO253201,Ahafo North,PRJ1782,BUD707,VP,Completed
TXN002771,SUP0209,2021-03-24,35658.18,USD,Fuel & Lubricants,Environmental Services,Administration,2,Restricted Tender,99.4,Net 60,2021-03-24,2021-05-23,PO734848,Accra Office,PRJ4580,BUD689,VP,Completed
TXN002772,SUP0109,2012-03-28,182095.91,USD,Consulting Services,Environmental Services,Mining Operations,3,Open Tender,81.8,Net 60,2012-03-28,2012-06-26,PO208644,Ahafo South,PRJ8299,BUD232,Manager,Completed
TXN002773,SUP0132,2025-07-03,82694.11,USD,Training Services,Maintenance Services,Mining Operations,3,Restricted Tender,70.2,Net 30,2025-07-03,2025-10-01,PO601992,Ahafo South,PRJ8846,BUD434,VP,Completed
TXN002774,SUP0111,2021-08-19,129688.62,USD,Electrical Services,Office Supplies,Mining Operations,6,Open Tender,87.4,Net 60,2021-08-19,2022-02-15,PO401009,Accra Office,PRJ7070,BUD444,SVP,Completed
TXN002775,SUP0308,2023-02-19,129779.67,USD,Consulting Services,Safety Equipment,Administration,3,Open Tender,77.9,Net 60,2023-02-19,2023-05-20,PO139103,Ahafo North,PRJ1166,BUD143,VP,Completed
TXN002776,SUP0269,2016-03-28,235456.84,USD,Equipment Rental,Environmental Services,Security,3,Open Tender,91.6,Upon Delivery,2016-03-28,2016-06-26,PO989461,Subika,PRJ7250,BUD165,Director,Completed
TXN002777,SUP0260,2023-09-14,44658.24,USD,Electrical Services,Mechanical Services,Mining Operations,3,Direct Award,99.3,Net 30,2023-09-14,2023-12-13,PO962936,Ahafo South,PRJ3317,BUD854,VP,Completed
TXN002778,SUP0307,2012-05-23,135713.06,USD,Legal Services,Financial Services,Community Relations,3,Open Tender,64.0,Net 30,2012-05-23,2012-08-21,PO313951,Accra Office,PRJ6461,BUD979,SVP,Completed
TXN002779,SUP0293,2017-12-28,1609518.84,USD,Equipment Parts,Equipment Parts,Maintenance,3,Open Tender,29.2,Upon Delivery,2017-12-28,2018-03-28,PO299559,Subika,PRJ6527,BUD743,SVP,Completed
TXN002780,SUP0125,2010-01-19,48383.28,USD,Catering Services,Equipment Parts,Community Relations,24,Restricted Tender,87.0,Upon Delivery,2010-01-19,2012-01-09,PO945324,Ahafo South,PRJ4578,BUD170,VP,Completed
TXN002781,SUP0391,2018-02-01,3181390.88,USD,Equipment Rental,Accounting Services,Security,3,Open Tender,9.9,Net 90,2018-02-01,2018-05-02,PO298340,Subika,PRJ6361,BUD506,SVP,Completed
TXN002782,SUP0085,2014-12-18,129120.46,USD,Legal Services,Security Services,Community Relations,1,Open Tender,90.4,Net 30,2014-12-18,2015-01-17,PO333646,Subika,PRJ1787,BUD309,VP,Completed
TXN002783,SUP0098,2014-02-12,31516.51,USD,Safety Equipment,Consulting Services,Maintenance,1,Open Tender,41.5,Upon Delivery,2014-02-12,2014-03-14,PO265225,Ahafo North,PRJ1548,BUD978,Director,Completed
TXN002784,SUP0498,2014-05-16,117528.88,USD,Equipment Parts,Transportation & Logistics,Mining Operations,2,Open Tender,99.9,Upon Delivery,2014-05-16,2014-07-15,PO406975,Ahafo North,PRJ5343,BUD516,Director,Completed
TXN002785,SUP0072,2024-09-18,81578.28,USD,Safety Equipment,Mechanical Services,Maintenance,1,Restricted Tender,76.3,Net 30,2024-09-18,2024-10-18,PO415891,Ahafo North,PRJ8385,BUD831,SVP,Completed
TXN002786,SUP0033,2021-04-25,35111.29,USD,Civil Works,Equipment Parts,Administration,3,Direct Award,95.6,Upon Delivery,2021-04-25,2021-07-24,PO919389,Ahafo South,PRJ1535,BUD665,VP,Completed
TXN002787,SUP0013,2013-02-27,459351.18,USD,Maintenance Services,Waste Management,Community Relations,24,Open Tender,38.7,Net 90,2013-02-27,2015-02-17,PO499957,Ahafo South,PRJ3506,BUD924,Manager,Completed
TXN002788,SUP0173,2024-07-03,498116.25,USD,Environmental Services,Safety Equipment,Mining Operations,36,Open Tender,49.8,Upon Delivery,2024-07-03,2027-06-18,PO559437,Subika,PRJ2055,BUD576,VP,Active
TXN002789,SUP0389,2014-03-23,1402798.85,USD,Equipment Rental,IT Services,Mining Operations,1,Open Tender,20.2,Net 90,2014-03-23,2014-04-22,PO317935,Subika,PRJ1957,BUD258,Director,Completed
TXN002790,SUP0094,2022-01-13,73169.39,USD,Equipment Rental,Construction Services,Administration,2,Restricted Tender,46.2,Net 30,2022-01-13,2022-03-14,PO271305,Ahafo North,PRJ5592,BUD532,SVP,Completed
TXN002791,SUP0179,2017-08-03,10941246.33,USD,Equipment Rental,Electrical Services,Environmental,1,Restricted Tender,13.8,Upon Delivery,2017-08-03,2017-09-02,PO888116,Subika,PRJ3612,BUD303,Director,Completed
TXN002792,SUP0355,2012-12-29,33425.18,USD,Medical Services,Maintenance Services,Mining Operations,24,Open Tender,99.0,Net 60,2012-12-29,2014-12-19,PO753900,Ahafo North,PRJ1152,BUD239,Manager,Completed
TXN002793,SUP0033,2013-01-06,43976.09,USD,Civil Works,Equipment Parts,Mining Operations,2,Open Tender,97.2,Upon Delivery,2013-01-06,2013-03-07,PO701480,Ahafo South,PRJ4531,BUD309,Manager,Completed
TXN002794,SUP0405,2015-02-25,189660.34,USD,Legal Services,Financial Services,Mining Operations,1,Open Tender,90.3,Net 60,2015-02-25,2015-03-27,PO306851,Subika,PRJ7689,BUD579,SVP,Completed
TXN002795,SUP0341,2011-07-09,308406.1,USD,Legal Services,Medical Services,Maintenance,36,Restricted Tender,64.8,Net 30,2011-07-09,2014-06-23,PO802889,Accra Office,PRJ8475,BUD473,Manager,Cancelled
TXN002796,SUP0142,2019-10-25,166889.19,USD,Financial Services,Supplies & Materials,Mining Operations,12,Open Tender,73.9,Net 60,2019-10-25,2020-10-19,PO913596,Accra Office,PRJ6691,BUD868,VP,Completed
TXN002797,SUP0466,2015-08-03,87036.24,USD,Safety Equipment,Mechanical Services,Maintenance,3,Restricted Tender,76.1,Net 30,2015-08-03,2015-11-01,PO281991,Subika,PRJ7065,BUD315,Manager,Completed
TXN002798,SUP0180,2011-10-03,7280.32,USD,Environmental Services,Mechanical Services,Mining Operations,3,Direct Award,99.8,Net 60,2011-10-03,2012-01-01,PO870405,Subika,PRJ8989,BUD274,Director,Completed
TXN002799,SUP0328,2010-08-26,553337.56,USD,Electrical Services,Supplies & Materials,Mining Operations,3,Open Tender,36.2,Net 90,2010-08-26,2010-11-24,PO851555,Ahafo North,PRJ1764,BUD230,VP,Cancelled
TXN002800,SUP0156,2020-04-13,46230.32,USD,Transportation & Logistics,Consulting Services,Administration,1,Open Tender,71.1,Net 30,2020-04-13,2020-05-13,PO195280,Accra Office,PRJ3671,BUD267,Director,Completed
TXN002801,SUP0232,2016-07-25,316941.04,USD,Training Services,Equipment Rental,Environmental,1,Open Tender,62.6,Net 90,2016-07-25,2016-08-24,PO161330,Accra Office,PRJ7776,BUD951,VP,Completed
TXN002802,SUP0307,2024-10-25,68747.5,USD,Legal Services,Financial Services,Security,24,Open Tender,43.1,Upon Delivery,2024-10-25,2026-10-15,PO865090,Ahafo South,PRJ8803,BUD757,SVP,Active
TXN002803,SUP0050,2017-03-15,149921.45,USD,Financial Services,Training Services,Maintenance,6,Open Tender,82.1,Upon Delivery,2017-03-15,2017-09-11,PO211013,Ahafo North,PRJ5320,BUD151,SVP,Completed
TXN002804,SUP0180,2018-01-26,42611.83,USD,Environmental Services,Mechanical Services,Environmental,36,Restricted Tender,99.2,Net 60,2018-01-26,2021-01-10,PO662899,Accra Office,PRJ3524,BUD907,SVP,Completed
TXN002805,SUP0393,2024-02-09,2340088.625,GHS,Electrical Services,Fuel & Lubricants,Administration,3,Open Tender,70.8,Net 90,2024-02-09,2024-05-09,PO630358,Ahafo South,PRJ3947,BUD259,VP,Completed
TXN002806,SUP0472,2023-06-07,1070601.67,USD,Construction Services,IT Services,Maintenance,1,Open Tender,10.0,Net 90,2023-06-07,2023-07-07,PO503992,Accra Office,PRJ9745,BUD388,VP,Completed
TXN002807,SUP0006,2021-05-17,117924.35,USD,Training Services,Environmental Services,Mining Operations,36,Open Tender,94.6,Net 60,2021-05-17,2024-05-01,PO359423,Accra Office,PRJ5081,BUD742,Director,Completed
