performance_id,supplier_id,year,quarter,assessment_date,delivery_performance_pct,quality_score,cost_competitiveness_score,safety_compliance_score,contract_compliance_pct,innovation_score,capacity_utilization_pct,overall_score,improvement_recommendations,contract_renewals_eligible,assessed_by
PERF009310,SUP0230,2019,3,2019-09-01,100.0,9.1,9.4,10.0,100.0,7.0,96.8,8.9,Minor process improvements needed,Yes,Assessor_13
PERF009311,SUP0230,2019,4,2019-12-01,100.0,9.6,9.1,8.2,100.0,8.9,100.0,8.9,Minor process improvements needed,Yes,Assessor_15
PERF009312,SUP0230,2020,1,2020-03-01,100.0,9.8,9.5,9.2,97.4,5.3,78.2,8.5,Minor process improvements needed,Yes,Assessor_15
PERF009313,SUP0230,2020,2,2020-06-01,100.0,8.9,9.4,10.0,100.0,8.4,70.8,9.2,None - Excellent Performance,Yes,Assessor_13
PERF009314,SUP0230,2020,3,2020-09-01,100.0,10.0,8.2,9.9,100.0,6.8,98.8,8.7,Minor process improvements needed,Yes,Assessor_03
PERF009315,SUP0230,2020,4,2020-12-01,100.0,10.0,10.0,10.0,100.0,5.0,100.0,8.8,Minor process improvements needed,Yes,Assessor_17
PERF009316,SUP0230,2021,1,2021-03-01,100.0,10.0,9.1,9.2,100.0,5.9,75.8,8.5,Minor process improvements needed,Yes,Assessor_18
PERF009317,SUP0230,2021,2,2021-06-01,100.0,9.7,10.0,10.0,90.6,7.5,89.3,9.3,None - Excellent Performance,Yes,Assessor_15
PERF009318,SUP0230,2021,3,2021-09-01,100.0,9.2,8.9,9.3,100.0,7.1,97.4,8.6,Minor process improvements needed,Yes,Assessor_19
PERF009319,SUP0230,2021,4,2021-12-01,100.0,9.7,8.3,10.0,97.9,8.2,89.4,9.0,None - Excellent Performance,Yes,Assessor_08
PERF009320,SUP0230,2022,1,2022-03-01,100.0,9.5,9.1,9.0,100.0,7.8,97.2,8.8,Minor process improvements needed,Yes,Assessor_04
PERF009321,SUP0230,2022,2,2022-06-01,100.0,9.4,8.1,10.0,100.0,7.8,100.0,8.8,Minor process improvements needed,Yes,Assessor_11
PERF009322,SUP0230,2022,3,2022-09-01,100.0,9.2,9.4,9.6,92.2,8.5,84.3,9.2,None - Excellent Performance,Yes,Assessor_06
PERF009323,SUP0230,2022,4,2022-12-01,100.0,10.0,10.0,9.2,92.4,8.0,78.6,9.3,None - Excellent Performance,Yes,Assessor_18
PERF009324,SUP0230,2023,1,2023-03-01,100.0,10.0,8.3,8.9,100.0,9.4,97.7,9.2,None - Excellent Performance,Yes,Assessor_18
PERF009325,SUP0230,2023,2,2023-06-01,100.0,9.8,10.0,9.9,100.0,8.7,89.9,9.6,None - Excellent Performance,Yes,Assessor_05
PERF009326,SUP0230,2023,3,2023-09-01,100.0,9.7,9.3,9.1,100.0,9.2,84.0,9.3,None - Excellent Performance,Yes,Assessor_19
PERF009327,SUP0230,2023,4,2023-12-01,100.0,9.9,7.3,9.6,99.1,7.7,91.3,8.6,Minor process improvements needed,Yes,Assessor_15
PERF009328,SUP0230,2024,1,2024-03-01,100.0,9.7,10.0,10.0,97.7,7.2,100.0,9.2,None - Excellent Performance,Yes,Assessor_14
PERF009329,SUP0230,2024,2,2024-06-01,100.0,10.0,8.3,8.1,97.2,8.9,100.0,8.8,Minor process improvements needed,Yes,Assessor_14
PERF009330,SUP0230,2024,3,2024-09-01,100.0,10.0,8.0,10.0,100.0,6.9,95.4,8.7,Minor process improvements needed,Yes,Assessor_14
PERF009331,SUP0230,2024,4,2024-12-01,100.0,9.2,9.0,8.7,99.1,6.6,98.4,8.4,Minor process improvements needed,Yes,Assessor_11
PERF009332,SUP0230,2025,1,2025-03-01,100.0,10.0,9.3,9.6,100.0,8.6,95.6,9.4,None - Excellent Performance,Yes,Assessor_02
PERF009333,SUP0230,2025,2,2025-06-01,100.0,9.6,8.3,10.0,100.0,6.8,100.0,8.7,Minor process improvements needed,Yes,Assessor_16
PERF009334,SUP0230,2025,3,2025-09-01,100.0,10.0,9.1,9.9,89.3,7.8,100.0,9.2,None - Excellent Performance,Yes,Assessor_01
PERF009335,SUP0231,2010,1,2010-03-01,100.0,9.4,8.2,8.5,100.0,8.0,84.5,8.5,Minor process improvements needed,Yes,Assessor_12
PERF009336,SUP0231,2010,2,2010-06-01,100.0,8.4,9.3,7.9,80.0,8.6,92.2,8.5,Minor process improvements needed,Under Review,Assessor_04
PERF009337,SUP0231,2010,3,2010-09-01,100.0,9.6,10.0,9.1,100.0,7.4,81.8,9.0,None - Excellent Performance,Yes,Assessor_19
PERF009338,SUP0231,2010,4,2010-12-01,100.0,9.2,9.4,9.4,100.0,7.6,100.0,8.9,Minor process improvements needed,Yes,Assessor_07
PERF009339,SUP0231,2011,1,2011-03-01,100.0,9.5,8.0,8.3,100.0,6.7,85.8,8.1,Minor process improvements needed,Yes,Assessor_06
PERF009340,SUP0231,2011,2,2011-06-01,100.0,9.7,8.7,10.0,99.9,6.5,96.1,8.7,Minor process improvements needed,Yes,Assessor_11
PERF009341,SUP0231,2011,3,2011-09-01,100.0,9.8,9.2,8.8,91.2,8.3,81.7,9.0,None - Excellent Performance,Yes,Assessor_11
PERF009342,SUP0231,2011,4,2011-12-01,100.0,8.6,8.6,8.8,97.7,8.9,93.8,8.7,Minor process improvements needed,Yes,Assessor_05
PERF009343,SUP0231,2012,1,2012-03-01,100.0,9.9,7.6,8.2,100.0,4.7,87.7,7.6,Focus on delivery timelines,Under Review,Assessor_18
PERF009344,SUP0231,2012,2,2012-06-01,100.0,8.3,7.1,9.9,100.0,6.1,93.3,7.8,Focus on delivery timelines,Under Review,Assessor_08
PERF009345,SUP0231,2012,3,2012-09-01,100.0,8.4,9.6,9.7,100.0,7.6,100.0,8.8,Minor process improvements needed,Yes,Assessor_09
PERF009346,SUP0231,2012,4,2012-12-01,100.0,9.7,8.1,8.8,100.0,6.7,92.8,8.3,Minor process improvements needed,Yes,Assessor_18
PERF009347,SUP0231,2013,1,2013-03-01,100.0,9.0,8.3,8.7,96.0,7.2,100.0,8.3,Minor process improvements needed,Yes,Assessor_19
PERF009348,SUP0231,2013,2,2013-06-01,100.0,8.4,8.1,9.4,86.3,6.3,83.9,8.1,Minor process improvements needed,Yes,Assessor_13
PERF009349,SUP0231,2013,3,2013-09-01,100.0,8.9,8.7,9.3,99.2,6.8,95.1,8.4,Minor process improvements needed,Yes,Assessor_03
PERF009350,SUP0231,2013,4,2013-12-01,100.0,9.3,9.0,9.8,100.0,5.2,100.0,8.3,Minor process improvements needed,Yes,Assessor_19
PERF009351,SUP0231,2014,1,2014-03-01,100.0,9.5,9.0,9.1,96.4,7.6,76.4,8.8,Minor process improvements needed,Yes,Assessor_06
PERF009352,SUP0231,2014,2,2014-06-01,100.0,9.1,9.1,8.5,100.0,6.8,96.4,8.4,Minor process improvements needed,Yes,Assessor_18
PERF009353,SUP0231,2014,3,2014-09-01,100.0,8.6,10.0,9.3,100.0,6.7,81.7,8.7,Minor process improvements needed,Yes,Assessor_07
PERF009354,SUP0231,2014,4,2014-12-01,100.0,9.2,9.1,8.9,99.2,7.7,86.1,8.7,Minor process improvements needed,Yes,Assessor_15
PERF009355,SUP0231,2015,1,2015-03-01,100.0,9.5,8.5,9.2,96.5,7.3,100.0,8.6,Minor process improvements needed,Yes,Assessor_17
PERF009356,SUP0231,2015,2,2015-06-01,100.0,9.0,8.1,9.7,100.0,6.5,64.2,8.3,Minor process improvements needed,Yes,Assessor_09
PERF009357,SUP0231,2015,3,2015-09-01,100.0,8.5,10.0,9.3,100.0,6.5,97.4,8.6,Minor process improvements needed,Yes,Assessor_13
PERF009358,SUP0231,2015,4,2015-12-01,100.0,9.7,9.0,8.7,100.0,6.9,79.3,8.6,Minor process improvements needed,Yes,Assessor_07
PERF009359,SUP0231,2016,1,2016-03-01,100.0,9.6,10.0,9.0,100.0,6.1,100.0,8.7,Minor process improvements needed,Yes,Assessor_18
PERF009360,SUP0231,2016,2,2016-06-01,100.0,9.9,10.0,9.4,100.0,7.7,95.9,9.3,None - Excellent Performance,Yes,Assessor_09
PERF009361,SUP0231,2016,3,2016-09-01,100.0,10.0,7.7,9.5,86.9,5.4,79.5,8.1,Minor process improvements needed,Yes,Assessor_10
PERF009362,SUP0231,2016,4,2016-12-01,100.0,9.1,8.7,9.2,87.6,6.6,96.7,8.4,Minor process improvements needed,Yes,Assessor_08
PERF009363,SUP0231,2017,1,2017-03-01,100.0,9.4,8.7,9.2,95.4,7.1,75.0,8.6,Minor process improvements needed,Yes,Assessor_03
PERF009364,SUP0231,2017,2,2017-06-01,100.0,10.0,9.0,9.1,100.0,5.2,97.0,8.3,Minor process improvements needed,Yes,Assessor_16
PERF009365,SUP0231,2017,3,2017-09-01,100.0,9.9,9.4,9.8,93.4,7.6,99.4,9.1,None - Excellent Performance,Yes,Assessor_14
PERF009366,SUP0231,2017,4,2017-12-01,100.0,9.5,8.4,8.4,99.8,4.6,100.0,7.7,Focus on delivery timelines,Under Review,Assessor_02
PERF009367,SUP0231,2018,1,2018-03-01,100.0,9.8,10.0,9.2,100.0,6.4,100.0,8.9,Minor process improvements needed,Yes,Assessor_02
PERF009368,SUP0231,2018,2,2018-06-01,100.0,9.8,8.5,10.0,84.1,8.3,97.2,9.2,None - Excellent Performance,Yes,Assessor_12
PERF009369,SUP0231,2018,3,2018-09-01,100.0,10.0,9.0,9.5,90.0,6.4,97.2,8.7,Minor process improvements needed,Yes,Assessor_12
PERF009370,SUP0231,2018,4,2018-12-01,100.0,8.9,9.4,9.6,100.0,7.2,80.1,8.8,Minor process improvements needed,Yes,Assessor_11
PERF009371,SUP0231,2019,1,2019-03-01,100.0,10.0,8.0,10.0,100.0,6.0,81.1,8.5,Minor process improvements needed,Yes,Assessor_11
PERF009372,SUP0231,2019,2,2019-06-01,100.0,10.0,8.9,8.3,100.0,4.9,100.0,8.0,Minor process improvements needed,Yes,Assessor_06
PERF009373,SUP0231,2019,3,2019-09-01,100.0,10.0,10.0,10.0,100.0,7.9,100.0,9.5,None - Excellent Performance,Yes,Assessor_14
PERF009374,SUP0231,2019,4,2019-12-01,100.0,10.0,8.3,10.0,100.0,8.2,80.4,9.1,None - Excellent Performance,Yes,Assessor_19
PERF009375,SUP0231,2020,1,2020-03-01,100.0,9.7,9.4,10.0,92.3,8.3,97.4,9.3,None - Excellent Performance,Yes,Assessor_11
PERF009376,SUP0231,2020,2,2020-06-01,100.0,9.7,10.0,9.2,100.0,8.0,100.0,9.2,None - Excellent Performance,Yes,Assessor_10
PERF009377,SUP0231,2020,3,2020-09-01,100.0,9.5,7.5,10.0,100.0,7.5,85.8,8.6,Minor process improvements needed,Yes,Assessor_18
PERF009378,SUP0231,2020,4,2020-12-01,100.0,10.0,8.5,8.9,96.4,7.0,91.4,8.6,Minor process improvements needed,Yes,Assessor_01
PERF009379,SUP0231,2021,1,2021-03-01,100.0,9.7,9.3,9.4,100.0,6.6,100.0,8.8,Minor process improvements needed,Yes,Assessor_16
PERF009380,SUP0231,2021,2,2021-06-01,100.0,10.0,9.0,8.3,87.7,8.3,87.8,8.9,Minor process improvements needed,Yes,Assessor_14
PERF009381,SUP0231,2021,3,2021-09-01,100.0,9.7,8.6,10.0,100.0,7.9,100.0,9.1,None - Excellent Performance,Yes,Assessor_08
PERF009382,SUP0231,2021,4,2021-12-01,100.0,10.0,8.2,9.2,84.9,6.1,100.0,8.4,Minor process improvements needed,Yes,Assessor_15
PERF009383,SUP0231,2022,1,2022-03-01,100.0,10.0,8.1,8.8,96.6,6.6,65.2,8.4,Minor process improvements needed,Yes,Assessor_12
PERF009384,SUP0231,2022,2,2022-06-01,100.0,9.8,8.5,8.8,99.6,6.8,99.7,8.5,Minor process improvements needed,Yes,Assessor_05
PERF009385,SUP0231,2022,3,2022-09-01,100.0,10.0,8.1,9.4,98.1,7.7,100.0,8.8,Minor process improvements needed,Yes,Assessor_05
PERF009386,SUP0231,2022,4,2022-12-01,100.0,10.0,8.0,8.6,100.0,6.4,85.4,8.2,Minor process improvements needed,Yes,Assessor_12
PERF009387,SUP0231,2023,1,2023-03-01,100.0,9.8,8.8,8.9,93.7,6.7,100.0,8.6,Minor process improvements needed,Yes,Assessor_07
PERF009388,SUP0231,2023,2,2023-06-01,100.0,10.0,9.2,8.8,100.0,9.1,82.1,9.3,None - Excellent Performance,Yes,Assessor_14
PERF009389,SUP0231,2023,3,2023-09-01,100.0,9.6,8.9,8.9,93.2,6.4,92.9,8.4,Minor process improvements needed,Yes,Assessor_17
PERF009390,SUP0231,2023,4,2023-12-01,100.0,9.8,9.7,9.1,100.0,6.2,95.6,8.7,Minor process improvements needed,Yes,Assessor_19
PERF009391,SUP0231,2024,1,2024-03-01,100.0,9.4,7.7,10.0,100.0,8.7,100.0,9.0,Minor process improvements needed,Yes,Assessor_05
PERF009392,SUP0231,2024,2,2024-06-01,100.0,9.6,8.9,8.6,100.0,9.9,100.0,9.3,None - Excellent Performance,Yes,Assessor_11
PERF009393,SUP0231,2024,3,2024-09-01,100.0,9.4,8.5,8.9,100.0,8.5,96.3,8.9,Minor process improvements needed,Yes,Assessor_14
PERF009394,SUP0231,2024,4,2024-12-01,100.0,9.9,9.1,9.8,100.0,5.6,100.0,8.6,Minor process improvements needed,Yes,Assessor_19
PERF009395,SUP0231,2025,1,2025-03-01,100.0,10.0,9.9,9.5,100.0,7.6,93.3,9.2,None - Excellent Performance,Yes,Assessor_18
PERF009396,SUP0231,2025,2,2025-06-01,100.0,9.7,10.0,9.5,95.6,7.5,100.0,9.2,None - Excellent Performance,Yes,Assessor_15
PERF009397,SUP0231,2025,3,2025-09-01,100.0,10.0,9.3,9.0,86.6,6.0,91.5,8.6,Minor process improvements needed,Yes,Assessor_18
PERF009398,SUP0232,2022,1,2022-03-01,100.0,10.0,8.4,8.5,100.0,9.2,89.5,9.0,None - Excellent Performance,Yes,Assessor_14
PERF009399,SUP0232,2022,2,2022-06-01,100.0,8.8,10.0,8.9,100.0,8.2,90.0,9.0,Minor process improvements needed,Yes,Assessor_17
PERF009400,SUP0232,2022,3,2022-09-01,100.0,9.2,8.7,8.9,100.0,8.2,98.6,8.8,Minor process improvements needed,Yes,Assessor_16
PERF009401,SUP0232,2022,4,2022-12-01,100.0,9.9,9.2,8.7,100.0,6.4,100.0,8.6,Minor process improvements needed,Yes,Assessor_16
PERF009402,SUP0232,2023,1,2023-03-01,100.0,9.3,8.5,9.0,100.0,9.4,61.7,9.0,None - Excellent Performance,Yes,Assessor_01
PERF009403,SUP0232,2023,2,2023-06-01,100.0,9.0,10.0,9.8,100.0,7.5,84.1,9.1,None - Excellent Performance,Yes,Assessor_02
PERF009404,SUP0232,2023,3,2023-09-01,100.0,10.0,9.2,9.0,100.0,5.6,97.1,8.4,Minor process improvements needed,Yes,Assessor_02
PERF009405,SUP0232,2023,4,2023-12-01,100.0,10.0,9.6,9.7,99.5,9.6,100.0,9.7,None - Excellent Performance,Yes,Assessor_09
PERF009406,SUP0232,2024,1,2024-03-01,100.0,9.8,8.9,9.3,100.0,7.9,94.8,9.0,None - Excellent Performance,Yes,Assessor_19
PERF009407,SUP0232,2024,2,2024-06-01,100.0,8.9,8.9,9.5,90.2,9.1,100.0,9.1,None - Excellent Performance,Yes,Assessor_06
PERF009408,SUP0232,2024,3,2024-09-01,100.0,9.4,8.2,7.8,97.2,7.8,100.0,8.3,Minor process improvements needed,Under Review,Assessor_14
PERF009409,SUP0232,2024,4,2024-12-01,100.0,9.6,9.3,9.4,100.0,9.5,79.6,9.4,None - Excellent Performance,Yes,Assessor_11
PERF009410,SUP0232,2025,1,2025-03-01,100.0,9.0,10.0,9.7,92.8,6.7,83.2,8.8,Minor process improvements needed,Yes,Assessor_06
PERF009411,SUP0232,2025,2,2025-06-01,100.0,9.3,9.3,8.4,100.0,9.2,98.7,9.1,None - Excellent Performance,Yes,Assessor_16
PERF009412,SUP0232,2025,3,2025-09-01,100.0,9.5,9.5,8.9,96.8,4.9,100.0,8.2,Minor process improvements needed,Yes,Assessor_18
PERF009413,SUP0233,2019,1,2019-03-01,89.4,8.0,8.9,6.7,85.3,5.6,82.7,7.3,Focus on delivery timelines,Under Review,Assessor_04
PERF009414,SUP0233,2019,2,2019-06-01,91.9,7.7,8.4,7.3,92.4,6.6,89.4,7.5,Focus on delivery timelines,Under Review,Assessor_18
PERF009415,SUP0233,2019,3,2019-09-01,87.9,7.6,7.3,7.8,76.8,5.8,88.2,7.1,Focus on delivery timelines,Under Review,Assessor_17
PERF009416,SUP0233,2019,4,2019-12-01,81.2,7.8,7.2,7.4,81.9,4.6,100.0,6.7,Enhance quality controls,Under Review,Assessor_01
PERF009417,SUP0233,2020,1,2020-03-01,96.6,8.2,9.6,8.3,89.9,6.3,100.0,8.1,Minor process improvements needed,Yes,Assessor_08
PERF009418,SUP0233,2020,2,2020-06-01,89.8,8.1,6.9,7.4,89.2,4.8,93.4,6.8,Enhance quality controls,Under Review,Assessor_16
PERF009419,SUP0233,2020,3,2020-09-01,90.0,7.4,7.0,7.4,73.7,4.8,87.4,6.7,Enhance quality controls,Under Review,Assessor_04
PERF009420,SUP0233,2020,4,2020-12-01,87.0,8.1,7.2,8.2,75.6,7.4,66.1,7.7,Focus on delivery timelines,Under Review,Assessor_03
PERF009421,SUP0233,2021,1,2021-03-01,94.0,7.7,6.2,7.4,79.1,5.6,100.0,6.7,Enhance quality controls,Under Review,Assessor_08
PERF009422,SUP0233,2021,2,2021-06-01,82.6,8.6,8.0,6.9,71.8,5.2,92.7,7.2,Focus on delivery timelines,Under Review,Assessor_04
PERF009423,SUP0233,2021,3,2021-09-01,98.7,7.6,6.9,8.0,87.4,6.8,98.1,7.3,Focus on delivery timelines,Under Review,Assessor_06
PERF009424,SUP0233,2021,4,2021-12-01,88.4,7.9,7.6,6.9,71.6,9.1,94.4,7.9,Focus on delivery timelines,Under Review,Assessor_01
PERF009425,SUP0233,2022,1,2022-03-01,99.7,8.2,7.7,7.9,95.5,6.1,86.6,7.5,Focus on delivery timelines,Under Review,Assessor_07
PERF009426,SUP0233,2022,2,2022-06-01,91.7,7.7,6.7,8.0,84.6,6.9,94.0,7.3,Focus on delivery timelines,Under Review,Assessor_17
PERF009427,SUP0233,2022,3,2022-09-01,86.1,8.0,9.4,6.8,84.2,5.1,95.4,7.3,Focus on delivery timelines,Under Review,Assessor_02
PERF009428,SUP0233,2022,4,2022-12-01,95.9,8.1,7.2,8.9,80.2,8.2,100.0,8.1,Minor process improvements needed,Yes,Assessor_13
PERF009429,SUP0233,2023,1,2023-03-01,95.2,8.3,6.7,7.7,95.6,4.1,89.3,6.7,Enhance quality controls,Under Review,Assessor_02
PERF009430,SUP0233,2023,2,2023-06-01,95.2,7.2,7.3,6.7,84.7,6.7,98.3,6.9,Enhance quality controls,Under Review,Assessor_16
PERF009431,SUP0233,2023,3,2023-09-01,97.4,6.6,7.7,7.9,80.7,3.4,84.1,6.4,Enhance quality controls,Under Review,Assessor_11
PERF009432,SUP0233,2023,4,2023-12-01,100.0,8.7,6.5,8.0,92.4,4.1,92.2,6.8,Enhance quality controls,Under Review,Assessor_07
PERF009433,SUP0233,2024,1,2024-03-01,90.3,8.1,6.1,7.4,83.6,8.9,96.4,7.6,Focus on delivery timelines,Under Review,Assessor_13
PERF009434,SUP0233,2024,2,2024-06-01,97.0,6.8,7.7,7.2,60.6,4.1,88.4,6.5,Enhance quality controls,Under Review,Assessor_14
PERF009435,SUP0233,2024,3,2024-09-01,96.4,8.8,8.6,7.9,79.2,7.6,97.7,8.2,Minor process improvements needed,Under Review,Assessor_13
PERF009436,SUP0233,2024,4,2024-12-01,91.4,8.6,7.5,7.1,83.4,5.6,100.0,7.2,Focus on delivery timelines,Under Review,Assessor_12
PERF009437,SUP0233,2025,1,2025-03-01,100.0,7.8,8.2,7.2,81.8,4.5,97.4,6.9,Enhance quality controls,Under Review,Assessor_17
PERF009438,SUP0233,2025,2,2025-06-01,91.0,8.3,5.8,7.3,83.8,5.9,78.6,6.8,Enhance quality controls,Under Review,Assessor_01
PERF009439,SUP0233,2025,3,2025-09-01,87.3,8.3,6.3,8.2,81.9,4.8,75.9,6.9,Enhance quality controls,Under Review,Assessor_12
PERF009440,SUP0234,2017,1,2017-03-01,94.1,7.8,7.6,8.5,93.9,7.5,100.0,7.8,Focus on delivery timelines,Under Review,Assessor_10
PERF009441,SUP0234,2017,2,2017-06-01,88.9,6.9,9.0,8.1,86.8,6.8,80.9,7.7,Focus on delivery timelines,Under Review,Assessor_10
PERF009442,SUP0234,2017,3,2017-09-01,95.7,8.7,8.2,9.0,89.5,7.8,81.3,8.4,Minor process improvements needed,Yes,Assessor_13
PERF009443,SUP0234,2017,4,2017-12-01,100.0,8.3,7.4,8.2,92.5,8.6,82.7,8.1,Minor process improvements needed,Yes,Assessor_08
PERF009444,SUP0234,2018,1,2018-03-01,94.4,8.9,7.7,8.6,85.8,8.5,82.4,8.5,Minor process improvements needed,Yes,Assessor_17
PERF009445,SUP0234,2018,2,2018-06-01,96.4,7.7,8.6,8.5,100.0,8.2,90.6,8.3,Minor process improvements needed,Yes,Assessor_06
PERF009446,SUP0234,2018,3,2018-09-01,92.3,7.6,8.5,8.1,79.3,6.6,100.0,7.7,Focus on delivery timelines,Under Review,Assessor_04
PERF009447,SUP0234,2018,4,2018-12-01,97.6,7.4,7.5,7.4,89.0,9.1,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_06
PERF009448,SUP0234,2019,1,2019-03-01,100.0,8.2,6.3,7.8,85.5,7.6,84.9,7.5,Focus on delivery timelines,Under Review,Assessor_13
PERF009449,SUP0234,2019,2,2019-06-01,84.4,7.8,7.6,6.9,100.0,8.0,96.7,7.6,Focus on delivery timelines,Under Review,Assessor_01
PERF009450,SUP0234,2019,3,2019-09-01,100.0,7.7,9.5,6.7,79.4,6.8,88.3,7.7,Focus on delivery timelines,Under Review,Assessor_11
PERF009451,SUP0234,2019,4,2019-12-01,95.0,8.2,7.4,8.4,92.5,6.7,84.5,7.7,Focus on delivery timelines,Under Review,Assessor_10
PERF009452,SUP0234,2020,1,2020-03-01,100.0,8.1,9.1,8.0,75.4,5.4,100.0,7.6,Focus on delivery timelines,Under Review,Assessor_08
PERF009453,SUP0234,2020,2,2020-06-01,100.0,8.5,8.8,8.2,94.4,7.2,91.4,8.2,Minor process improvements needed,Yes,Assessor_18
PERF009454,SUP0234,2020,3,2020-09-01,88.3,7.7,7.9,7.9,99.0,6.3,93.7,7.5,Focus on delivery timelines,Under Review,Assessor_07
PERF009455,SUP0234,2020,4,2020-12-01,90.6,8.8,9.8,8.9,77.3,5.3,87.4,8.2,Minor process improvements needed,Yes,Assessor_09
PERF009456,SUP0234,2021,1,2021-03-01,90.8,8.9,8.7,8.3,95.2,6.3,86.5,8.1,Minor process improvements needed,Yes,Assessor_08
PERF009457,SUP0234,2021,2,2021-06-01,100.0,8.0,7.6,9.4,91.2,5.5,86.1,7.6,Focus on delivery timelines,Under Review,Assessor_13
PERF009458,SUP0234,2021,3,2021-09-01,91.9,8.8,9.4,8.1,100.0,5.9,93.3,8.0,Minor process improvements needed,Yes,Assessor_14
PERF009459,SUP0234,2021,4,2021-12-01,91.3,8.7,7.1,7.5,100.0,9.0,85.1,8.1,Minor process improvements needed,Under Review,Assessor_18
PERF009460,SUP0234,2022,1,2022-03-01,100.0,7.9,7.6,8.6,84.9,5.9,94.9,7.5,Focus on delivery timelines,Under Review,Assessor_11
PERF009461,SUP0234,2022,2,2022-06-01,100.0,8.9,8.8,7.6,81.9,5.4,100.0,7.7,Focus on delivery timelines,Under Review,Assessor_03
PERF009462,SUP0234,2022,3,2022-09-01,93.6,8.8,9.3,8.3,88.6,8.6,83.8,8.8,Minor process improvements needed,Yes,Assessor_19
PERF009463,SUP0234,2022,4,2022-12-01,97.0,9.7,8.0,8.0,86.8,4.6,82.6,7.6,Focus on delivery timelines,Under Review,Assessor_01
PERF009464,SUP0234,2023,1,2023-03-01,95.8,8.6,8.0,8.1,78.7,6.1,90.4,7.7,Focus on delivery timelines,Under Review,Assessor_17
PERF009465,SUP0234,2023,2,2023-06-01,99.5,8.0,8.4,8.8,95.0,8.2,83.2,8.3,Minor process improvements needed,Yes,Assessor_18
PERF009466,SUP0234,2023,3,2023-09-01,100.0,8.2,7.5,8.8,92.3,6.2,90.6,7.7,Focus on delivery timelines,Under Review,Assessor_15
PERF009467,SUP0234,2023,4,2023-12-01,96.7,8.8,8.5,8.3,91.9,4.6,99.5,7.5,Focus on delivery timelines,Under Review,Assessor_07
PERF009468,SUP0234,2024,1,2024-03-01,98.8,9.1,8.2,8.3,83.9,5.8,87.2,7.9,Focus on delivery timelines,Under Review,Assessor_12
PERF009469,SUP0234,2024,2,2024-06-01,100.0,8.4,6.8,7.7,82.0,6.6,91.0,7.4,Focus on delivery timelines,Under Review,Assessor_02
PERF009470,SUP0234,2024,3,2024-09-01,91.4,8.3,7.9,8.3,73.0,4.1,98.4,7.1,Focus on delivery timelines,Under Review,Assessor_16
PERF009471,SUP0234,2024,4,2024-12-01,97.2,8.6,8.4,8.2,83.0,6.5,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_16
PERF009472,SUP0234,2025,1,2025-03-01,100.0,9.6,8.4,8.0,90.0,6.2,84.8,8.1,Minor process improvements needed,Yes,Assessor_18
PERF009473,SUP0234,2025,2,2025-06-01,100.0,9.7,7.8,7.9,84.8,4.8,94.5,7.6,Focus on delivery timelines,Under Review,Assessor_16
PERF009474,SUP0234,2025,3,2025-09-01,100.0,8.1,8.1,8.1,93.2,4.7,100.0,7.2,Focus on delivery timelines,Under Review,Assessor_10
PERF009475,SUP0235,2017,1,2017-03-01,79.3,6.6,7.0,6.6,71.5,3.8,87.4,6.0,Comprehensive improvement plan required,No,Assessor_19
PERF009476,SUP0235,2017,2,2017-06-01,82.0,7.2,7.0,6.3,81.9,4.7,88.5,6.3,Enhance quality controls,Under Review,Assessor_05
PERF009477,SUP0235,2017,3,2017-09-01,73.1,7.0,6.1,7.8,67.6,5.4,100.0,6.6,Enhance quality controls,Under Review,Assessor_05
PERF009478,SUP0235,2017,4,2017-12-01,72.1,7.6,6.2,6.6,84.4,3.9,83.9,6.1,Enhance quality controls,Under Review,Assessor_01
PERF009479,SUP0235,2018,1,2018-03-01,77.6,6.0,7.6,6.1,62.7,4.8,88.4,6.1,Enhance quality controls,Under Review,Assessor_13
PERF009480,SUP0235,2018,2,2018-06-01,82.8,7.2,6.4,6.1,64.9,6.9,76.4,6.6,Enhance quality controls,Under Review,Assessor_08
PERF009481,SUP0235,2018,3,2018-09-01,84.4,7.4,6.8,6.5,75.2,5.1,79.3,6.4,Enhance quality controls,Under Review,Assessor_16
PERF009482,SUP0235,2018,4,2018-12-01,87.8,7.2,7.2,6.8,79.3,3.3,95.3,6.1,Enhance quality controls,Under Review,Assessor_18
PERF009483,SUP0235,2019,1,2019-03-01,75.6,7.1,6.3,7.6,77.8,5.2,71.0,6.6,Enhance quality controls,Under Review,Assessor_19
PERF009484,SUP0235,2019,2,2019-06-01,86.5,6.7,7.1,6.3,78.9,4.3,88.0,6.1,Enhance quality controls,Under Review,Assessor_12
PERF009485,SUP0235,2019,3,2019-09-01,81.0,7.5,7.0,6.2,82.4,5.7,79.3,6.6,Enhance quality controls,Under Review,Assessor_17
PERF009486,SUP0235,2019,4,2019-12-01,75.5,6.0,6.8,6.5,60.9,3.5,84.7,5.7,Comprehensive improvement plan required,No,Assessor_13
PERF009487,SUP0235,2020,1,2020-03-01,78.1,6.8,6.9,7.3,79.0,4.9,81.0,6.5,Enhance quality controls,Under Review,Assessor_17
PERF009488,SUP0235,2020,2,2020-06-01,86.5,6.7,5.3,7.1,77.0,5.8,86.0,6.2,Enhance quality controls,Under Review,Assessor_12
